ext_recipe_id,title,category,subcategory,description,num_ingredients,num_steps,directions_text
145,Air Fryer Baked Potatoes,Air Fryer Recipes,Air Fryer Side Dish Recipes,"A baked potato in the air fryer comes out beautifully crusty on the outside and light and fluffy on the inside, just what a great baked potato should be! Serve them with your favorite toppings, like sour cream, butter, or chives.",3,3,"Gather all ingredients and preheat an air fryer to 400 degrees F (200 degrees C).
Brush potatoes with peanut oil, sprinkle with salt, and place them in the air fryer basket.
Cook potatoes until very tender when pierced with a fork, about 1 hour. Serve and enjoy!"
146,Air-Fryer Roasted Veggies,Air Fryer Recipes,Air Fryer Side Dish Recipes,"Air fryer vegetables are easy since air fryers are taking over kitchens nationwide. They're mini convection ovens that fry foods with little to no oil, less fat, and fewer calories. A heating element and fan bathe the food in hot air to produce a crispy finished product. You'll use 3 cups of assorted vegetables in this recipe, cut into 1-inch pieces. Serve with your favorite dipping sauce.",10,5,"Gather all ingredients.
Preheat the air fryer to 360 degrees F (180 degrees C).
Add zucchini, squash, mushrooms, cauliflower, asparagus, red pepper, oil, salt, pepper, and desired seasoning to a large bowl. Toss to coat; arrange in a single layer in the fryer basket.
Cook, stirring halfway, in the preheated air fryer until tender crisp, about 10 minutes.
Serve hot and enjoy!"
147,Air Fryer French Fries,Air Fryer Recipes,Air Fryer Side Dish Recipes,"This air fryer French fries recipe includes a cold water-hot water soaking trick that produces super crispy French fries. Made with just four ingredients, these fries rival traditional fries but use a fraction of the oil. Serve with burgers, steak, or chicken with something to dip them in, like honey mustard, spicy ketchup, or garlic aioli.",4,7,"Gather all ingredients.
Cut each potato lengthwise into 3/8-inch-thick slices, then slice sections into 3/8-inch-wide sticks. Place potatoes in a bowl of cold water. Let soak to release excess starches, about 5 minutes; drain.
Pour boiling water over the potatoes until they're covered by a few inches. Let sit for 10 minutes. Drain potatoes and transfer onto some paper towels. Blot off excess water and let cool completely, at least 10 minutes.
Place cooled potatoes in a mixing bowl. Drizzle with oil and season with cayenne; toss to coat.
Preheat an air fryer to 375 degrees F (190 degrees C).
Stack potatoes in a double layer in the fryer basket.
Cook for 15 minutes. Slide basket out and toss fries. Continue frying until golden brown, about 10 minutes more. Toss fries with salt in a mixing bowl. Serve immediately."
148,Air Fryer Roasted Okra,Air Fryer Recipes,Air Fryer Side Dish Recipes,"This air fryer okra recipe is perfect for anyone who loves the flavor of okra, but dislikes the slimy texture. Air-fry the slime out of it!",4,4,"Gather the ingredients. Preheat an air fryer to 350 degrees F (175 degrees C).
Place okra, olive oil, salt, and pepper in a large bowl; stir gently to coat. Arrange okra in a single layer in the air fryer basket.
Cook in the preheated air fryer for 10 minutes, tossing the basket halfway.
Toss the basket once more; continue to cook until crispy, about 2 minutes more."
149,Air Fryer Hasselback Potatoes,Air Fryer Recipes,Air Fryer Side Dish Recipes,"Cook sliced potatoes in an air fryer for a quick, delicious side dish. Hasselback potatoes were created at the Hotel Hasselbacken in Stockholm, Sweden, in the 1940s, and they're still a popular dish today. Not only are they delicious and easy to make with a lovely presentation, but they also take half the time to cook in an air fryer.",7,6,"Preheat an air fryer to 350 degrees F (175 degrees C) and gather all ingredients.
Cut 1/4-inch slices into each potato, making sure the knife only cuts through to the bottom 1/2-inch, keeping the bottom of potato intact. Combine butter, olive oil, garlic, and paprika in a small bowl.
Brush some of the mixture over each potato and into the slits. Season with salt and pepper.
Place potatoes in the basket and cook in the preheated air fryer for 15 minutes.
Brush potatoes with butter mixture, making sure it drips down the fanned-out slices to ensure potatoes will not be dry. Cook until potatoes are cooked through, about 15 minutes more.
Remove potatoes from the basket and brush with any remaining butter mixture. Sprinkle with chopped parsley."
150,Air Fryer Bacon,Air Fryer Recipes,Air Fryer Side Dish Recipes,"Follow this recipe for air fryer bacon, which I've found to be the optimal way for cooking perfectly crisp bacon every time.",1,4,"Preheat an air fryer to 390 degrees F (200 degrees C) according to manufacturer's instructions.
Lay bacon in the air fryer basket in a single layer; some overlap is okay.
Fry for 8 minutes. Flip and continue cooking until bacon is crisp, about 7 minutes more.
Transfer cooked bacon to a plate lined with paper towels to soak up excess grease."
151,Air Fryer Fingerling Potatoes,Air Fryer Recipes,Air Fryer Side Dish Recipes,These air fryer fingerling potatoes are crispy on the outside and tender and creamy on the inside. This is a simple side dish that works for everyday meals as well as special occasions.,6,3,"Preheat an air fryer to 400 degrees F (200 degrees C).
Place potato halves in a large bowl. Add olive oil, paprika, parsley, garlic powder, salt, and pepper; stir until evenly coated. Place potatoes in the air fryer basket.
Cook in the preheated air fryer for 10 minutes; stir and cook until desired crispness is reached, about 5 more minutes."
152,Air-Fried Roasted Sweet Peppers and Onions,Air Fryer Recipes,Air Fryer Side Dish Recipes,"Serve these air fryer peppers and sweet onions with grilled steak, chicken, or fish. They also work well with tacos and fajitas.",7,3,"Preheat an air fryer to 350 degrees F (175 degrees C).
Combine peppers, onion, olive oil, and salt in a large bowl. Transfer mixture to the air fryer basket. Cook, stirring once, until peppers and onion are tender and beginning to brown, 7 to 9 minutes.
Transfer to a serving bowl. Add cilantro and lime juice; toss to coat."
153,Air Fryer Roasted Broccoli and Cauliflower,Air Fryer Recipes,Air Fryer Side Dish Recipes,"This air fryer broccoli and cauliflower recipe is perfect for when you don't want to heat up the house by turning on the oven. The broccoli is the only thing that needs a jumpstart in the cooking process. The cauliflower does just fine without it. Garnish with a squeeze of lemon or Parmesan cheese, if desired.",7,4,"Preheat an air fryer to 400 degrees F (200 degrees C).
Place broccoli florets in a large, microwave-safe bowl. Cook in the microwave at full power for 3 minutes; drain any accumulated liquid.
Add cauliflower, olive oil, garlic powder, sea salt, paprika, and black pepper to the bowl with broccoli; mix well to combine. Pour mixture into the air fryer basket.
Cook in the preheated air fryer for 12 minutes, tossing vegetables halfway through cooking time for even browning."
154,Air Fryer Carrots (Sweet & Spicy),Air Fryer Recipes,Air Fryer Side Dish Recipes,"These air fryer carrots are tossed in a honey-butter sauce that's flavored with orange and cardamon. They're tender, delicious, and can be on your table in less than half an hour.",8,6,"Gather all ingredients.
Preheat an air fryer to 400 degrees F (200 degrees C). Spray the basket with nonstick spray.
Combine butter, honey, orange zest, and cardamom in a bowl. Transfer 1 tablespoon of the sauce to a separate bowl and set aside.
Add carrots to remaining sauce and toss to coat. Place carrots in the air fryer basket.
Cook in the preheated air fryer, tossing every 7 minutes, until carrots are roasted and fork-tender, about 15 to 22 minutes.
Mix orange juice with reserved honey-butter sauce. Toss with cooked carrots until well combined. Season with salt and pepper."
155,Air Fryer Tater Tots,Air Fryer Recipes,Air Fryer Side Dish Recipes,Make tater tots in the air fryer with this simple recipe — perfect for those cooking for a just few people. You can cook without ever heating up your oven and the result is perfectly crispy tots. Temperature and time are the same regardless of servings. Easy peasy.,1,3,"Preheat an air fryer to 350 degrees F (175 degrees C) according to manufacturer's instructions, about 4 minutes.
Place desired amount of potato nuggets into the air fryer basket in a single layer, working in batches if necessary.
Cook in the preheated air fryer for 6 minutes. Shake the basket. Cook until crispy, or to desired doneness, about 4 minutes more."
156,Air Fryer Mushrooms,Air Fryer Recipes,Air Fryer Side Dish Recipes,These air-fried mushrooms are definitely not ho-hum! They're transformed into a tasty side dish with just a few basic ingredients.,5,4,"Gather all ingredients. Preheat an air fryer to 375 degrees F (190 degrees C).
Combine mushrooms, oil, soy sauce, garlic granules, salt, and pepper in a bowl; toss to coat.
Transfer to the air fryer basket.
Cook in the preheated air fryer for 10 minutes, shaking occasionally."
157,Spicy Air Fryer Green Beans,Air Fryer Recipes,Air Fryer Side Dish Recipes,"These air fryer green beans are simple, crispy, and spicy with a delicious sesame-soy-garlic flavor combination.",6,4,"Gather all ingredients. Preheat an air fryer to 400 degrees F (200 degrees C).
Place green beans in a large bowl. Whisk together sesame oil, soy sauce, rice wine vinegar, garlic, and red pepper flakes in a separate bowl, then pour over green beans. Toss to coat and let marinate for 5 minutes.
Place 1/2 of the green beans in the air fryer basket.
Cook in the preheated air fryer, shaking basket halfway, until crispy, about 10 to 12 minutes. Repeat with remaining green beans."
158,Air Fryer Roasted Cauliflower,Air Fryer Recipes,Air Fryer Side Dish Recipes,"Make cauliflower in the air fryer for a great, easy side dish that pairs well with any protein. I've used smoked paprika, a favorite of mine, but feel free to add your favorite flavors.",5,4,"Gather all ingredients.
Preheat an air fryer to 400 degrees F (200 degrees C) according to manufacturer's instructions.
Cut garlic in half and smash with the blade of a knife. Place in a bowl with oil, salt, and paprika. Add cauliflower and toss to coat.
Place coated cauliflower in the basket of the air fryer and cook to desired crispness, about 15 minutes, shaking the basket every 5 minutes."
159,Air Fryer Baked Sweet Potato,Air Fryer Recipes,Air Fryer Side Dish Recipes,"Sometimes I get cravings for baked sweet potatoes with all the fixings, making this recipe ideal for 1 serving. Quick and easy and you don't have to turn on the oven.",2,4,"Preheat an air fryer to 400 degrees F (200 degrees C) according to manufacturer's instructions.
Wash sweet potato and pierce holes throughout. Rub olive oil all over sweet potato using your hands and place in the air fryer basket.
Cook in the preheated air fryer for 15 minutes. Turn sweet potato and continue to cook until potato is soft and tender, 15 to 20 minutes more.
Cut a slit on top of the sweet potato and top with butter, brown sugar, and cinnamon."
